message,category,cleaned_message
Urgent: Your account will be blocked. Verify at https://get-rich-fast.biz,Spam,urgent: your account will be blocked. verify at https://get-rich-fast.biz
Introducing our new range. Learn more: https://bluedart.com/track,Promotional,introducing our new range. learn more: https://bluedart.com/track
Final notice. Update your info: https://get-rich-fast.biz,Spam,final notice. update your info: https://get-rich-fast.biz
Your package is waiting. Pay delivery fees at https://login-now-security.xyz,Spam,your package is waiting. pay delivery fees at https://login-now-security.xyz
Your dream vacation awaits! Book at https://merchant-site.com/receipt,Promotional,your dream vacation awaits! book at https://merchant-site.com/receipt
Visit our store: https://cleartrip.com for more details,Promotional,visit our store: https://cleartrip.com for more details
Your dream vacation awaits! Book at https://cleartrip.com,Promotional,your dream vacation awaits! book at https://cleartrip.com
Introducing our new range. Learn more: https://amazon.in/sale,Promotional,introducing our new range. learn more: https://amazon.in/sale
Your package with tracking ID 204480 has been shipped.,Transactional,your package with tracking id 204480 has been shipped.
You've won a prize! Claim now: https://winfreecash.com,Spam,you've won a prize! claim now: https://winfreecash.com
Final notice. Update your info: https://verify-now.online,Spam,final notice. update your info: https://verify-now.online
Urgent: Your account will be blocked. Verify at https://winfreecash.com,Spam,urgent: your account will be blocked. verify at https://winfreecash.com
Limited time offer! Visit https://www.officialstore.com to grab your discount,Promotional,limited time offer! visit https://www.officialstore.com to grab your discount
Your payment of ₹3709 was successful.,Transactional,your payment of ₹3709 was successful.
Your payment of ₹1999 was successful.,Transactional,your payment of ₹1999 was successful.
Introducing our new range. Learn more: https://bluedart.com/track,Promotional,introducing our new range. learn more: https://bluedart.com/track
Your package with tracking ID 387530 has been shipped.,Transactional,your package with tracking id 387530 has been shipped.
Your payment of ₹467 was successful.,Transactional,your payment of ₹467 was successful.
Your transaction ID is TXN948091. Please keep it for your records.,Transactional,your transaction id is txn948091. please keep it for your records.
Your payment of ₹3197 was successful.,Transactional,your payment of ₹3197 was successful.
Enjoy 30% off on all products. Shop now at https://bluedart.com/track,Promotional,enjoy 30% off on all products. shop now at https://bluedart.com/track
Your payment of ₹1370 was successful.,Transactional,your payment of ₹1370 was successful.
Your transaction ID is TXN888539. Please keep it for your records.,Transactional,your transaction id is txn888539. please keep it for your records.
Get free recharge. Click here: https://fakewebsite.com,Spam,get free recharge. click here: https://fakewebsite.com
Final notice. Update your info: https://iphone14winner.com,Spam,final notice. update your info: https://iphone14winner.com
Your package is waiting. Pay delivery fees at https://iphone14winner.com,Spam,your package is waiting. pay delivery fees at https://iphone14winner.com
Your package with tracking ID 113151 has been shipped.,Transactional,your package with tracking id 113151 has been shipped.
Your package with tracking ID 708494 has been shipped.,Transactional,your package with tracking id 708494 has been shipped.
Your OTP is 697327. Do not share it with anyone.,Transactional,your otp is 697327. do not share it with anyone.
Reset your password now at https://netflix-support.com,Spam,reset your password now at https://netflix-support.com
You've won a prize! Claim now: https://urgentupdate.co,Spam,you've won a prize! claim now: https://urgentupdate.co
Your transaction ID is TXN109928. Please keep it for your records.,Transactional,your transaction id is txn109928. please keep it for your records.
"Login successful from new device. If not you, visit https://www.officialstore.com",Transactional,"login successful from new device. if not you, visit https://www.officialstore.com"
Your OTP is 941874. Do not share it with anyone.,Transactional,your otp is 941874. do not share it with anyone.
Introducing our new range. Learn more: https://flipkart.com/deals,Promotional,introducing our new range. learn more: https://flipkart.com/deals
Introducing our new range. Learn more: https://www.myntra.com,Promotional,introducing our new range. learn more: https://www.myntra.com
Final notice. Update your info: https://get-rich-fast.biz,Spam,final notice. update your info: https://get-rich-fast.biz
Your OTP is 634286. Do not share it with anyone.,Transactional,your otp is 634286. do not share it with anyone.
Urgent: Your account will be blocked. Verify at https://urgentupdate.co,Spam,urgent: your account will be blocked. verify at https://urgentupdate.co
Your OTP is 303168. Do not share it with anyone.,Transactional,your otp is 303168. do not share it with anyone.
Urgent: Your account will be blocked. Verify at https://confirm-payee.click,Spam,urgent: your account will be blocked. verify at https://confirm-payee.click
Your OTP is 879216. Do not share it with anyone.,Transactional,your otp is 879216. do not share it with anyone.
Check out our latest deals at https://amazon.in/sale,Promotional,check out our latest deals at https://amazon.in/sale
Don't miss out! Sale ends soon at https://trip.com,Promotional,don't miss out! sale ends soon at https://trip.com
Visit our store: https://amazon.in/sale for more details,Promotional,visit our store: https://amazon.in/sale for more details
Earn money fast! Start today: https://secure-update.cards,Spam,earn money fast! start today: https://secure-update.cards
Don't miss out! Sale ends soon at https://secure.bankportal.in/login,Promotional,don't miss out! sale ends soon at https://secure.bankportal.in/login
Visit our store: https://www.officialstore.com for more details,Promotional,visit our store: https://www.officialstore.com for more details
Your OTP is 152262. Do not share it with anyone.,Transactional,your otp is 152262. do not share it with anyone.
Your package with tracking ID 305533 has been shipped.,Transactional,your package with tracking id 305533 has been shipped.
Your OTP is 795335. Do not share it with anyone.,Transactional,your otp is 795335. do not share it with anyone.
You're selected! Redeem your reward at https://confirm-payee.click,Spam,you're selected! redeem your reward at https://confirm-payee.click
You've won a prize! Claim now: https://netflix-support.com,Spam,you've won a prize! claim now: https://netflix-support.com
Get free recharge. Click here: https://winfreecash.com,Spam,get free recharge. click here: https://winfreecash.com
Get free recharge. Click here: https://login-now-security.xyz,Spam,get free recharge. click here: https://login-now-security.xyz
Introducing our new range. Learn more: https://flipkart.com/deals,Promotional,introducing our new range. learn more: https://flipkart.com/deals
Reset your password now at https://netflix-support.com,Spam,reset your password now at https://netflix-support.com
Enjoy 30% off on all products. Shop now at https://www.myntra.com,Promotional,enjoy 30% off on all products. shop now at https://www.myntra.com
Your OTP is 376733. Do not share it with anyone.,Transactional,your otp is 376733. do not share it with anyone.
Your payment of ₹6883 was successful.,Transactional,your payment of ₹6883 was successful.
Your payment of ₹9068 was successful.,Transactional,your payment of ₹9068 was successful.
Check out our latest deals at https://www.airtel.in/recharge,Promotional,check out our latest deals at https://www.airtel.in/recharge
Introducing our new range. Learn more: https://merchant-site.com/receipt,Promotional,introducing our new range. learn more: https://merchant-site.com/receipt
Your package with tracking ID 702406 has been shipped.,Transactional,your package with tracking id 702406 has been shipped.
Your transaction ID is TXN708343. Please keep it for your records.,Transactional,your transaction id is txn708343. please keep it for your records.
Limited time offer! Visit https://amazon.in/sale to grab your discount,Promotional,limited time offer! visit https://amazon.in/sale to grab your discount
Your transaction ID is TXN776176. Please keep it for your records.,Transactional,your transaction id is txn776176. please keep it for your records.
Your OTP is 552326. Do not share it with anyone.,Transactional,your otp is 552326. do not share it with anyone.
Your transaction ID is TXN734418. Please keep it for your records.,Transactional,your transaction id is txn734418. please keep it for your records.
Visit our store: https://secure.bankportal.in/login for more details,Promotional,visit our store: https://secure.bankportal.in/login for more details
Confirm your payment details: https://winfreecash.com,Spam,confirm your payment details: https://winfreecash.com
Enjoy 30% off on all products. Shop now at https://amazon.in/sale,Promotional,enjoy 30% off on all products. shop now at https://amazon.in/sale
Get free recharge. Click here: https://secure-update.cards,Spam,get free recharge. click here: https://secure-update.cards
Reset your password now at https://winfreecash.com,Spam,reset your password now at https://winfreecash.com
Check out our latest deals at https://cleartrip.com,Promotional,check out our latest deals at https://cleartrip.com
Your package with tracking ID 753471 has been shipped.,Transactional,your package with tracking id 753471 has been shipped.
Check out our latest deals at https://secure.bankportal.in/login,Promotional,check out our latest deals at https://secure.bankportal.in/login
Earn money fast! Start today: https://get-rich-fast.biz,Spam,earn money fast! start today: https://get-rich-fast.biz
Limited time offer! Visit https://www.myntra.com to grab your discount,Promotional,limited time offer! visit https://www.myntra.com to grab your discount
Find your perfect gift at https://www.airtel.in/recharge,Promotional,find your perfect gift at https://www.airtel.in/recharge
Your payment of ₹5960 was successful.,Transactional,your payment of ₹5960 was successful.
You've won a prize! Claim now: https://secure-update.cards,Spam,you've won a prize! claim now: https://secure-update.cards
Exclusive deals available here: https://cleartrip.com,Promotional,exclusive deals available here: https://cleartrip.com
Don't miss out! Sale ends soon at https://flipkart.com/deals,Promotional,don't miss out! sale ends soon at https://flipkart.com/deals
Your transaction ID is TXN853964. Please keep it for your records.,Transactional,your transaction id is txn853964. please keep it for your records.
Your payment of ₹5810 was successful.,Transactional,your payment of ₹5810 was successful.
Your package with tracking ID 383751 has been shipped.,Transactional,your package with tracking id 383751 has been shipped.
Enjoy 30% off on all products. Shop now at https://trip.com,Promotional,enjoy 30% off on all products. shop now at https://trip.com
Your package is waiting. Pay delivery fees at https://fakewebsite.com,Spam,your package is waiting. pay delivery fees at https://fakewebsite.com
Introducing our new range. Learn more: https://amazon.in/sale,Promotional,introducing our new range. learn more: https://amazon.in/sale
Earn money fast! Start today: https://login-now-security.xyz,Spam,earn money fast! start today: https://login-now-security.xyz
Your package is waiting. Pay delivery fees at https://confirm-payee.click,Spam,your package is waiting. pay delivery fees at https://confirm-payee.click
Exclusive deals available here: https://trip.com,Promotional,exclusive deals available here: https://trip.com
Your package is waiting. Pay delivery fees at https://login-now-security.xyz,Spam,your package is waiting. pay delivery fees at https://login-now-security.xyz
Your package with tracking ID 888968 has been shipped.,Transactional,your package with tracking id 888968 has been shipped.
Your OTP is 705009. Do not share it with anyone.,Transactional,your otp is 705009. do not share it with anyone.
Click here to win an iPhone: https://fakewebsite.com,Spam,click here to win an iphone: https://fakewebsite.com
Limited time offer! Visit https://secure.bankportal.in/login to grab your discount,Promotional,limited time offer! visit https://secure.bankportal.in/login to grab your discount
Click here to win an iPhone: https://fakewebsite.com,Spam,click here to win an iphone: https://fakewebsite.com
Your payment of ₹9142 was successful.,Transactional,your payment of ₹9142 was successful.
Visit our store: https://secure.bankportal.in/login for more details,Promotional,visit our store: https://secure.bankportal.in/login for more details
Your OTP is 760824. Do not share it with anyone.,Transactional,your otp is 760824. do not share it with anyone.
Enjoy 30% off on all products. Shop now at https://amazon.in/sale,Promotional,enjoy 30% off on all products. shop now at https://amazon.in/sale
Your package with tracking ID 855808 has been shipped.,Transactional,your package with tracking id 855808 has been shipped.
Check out our latest deals at https://trip.com,Promotional,check out our latest deals at https://trip.com
Visit our store: https://cleartrip.com for more details,Promotional,visit our store: https://cleartrip.com for more details
Your package with tracking ID 174764 has been shipped.,Transactional,your package with tracking id 174764 has been shipped.
Your payment of ₹8009 was successful.,Transactional,your payment of ₹8009 was successful.
Your OTP is 446149. Do not share it with anyone.,Transactional,your otp is 446149. do not share it with anyone.
Your OTP is 884899. Do not share it with anyone.,Transactional,your otp is 884899. do not share it with anyone.
Confirm your payment details: https://iphone14winner.com,Spam,confirm your payment details: https://iphone14winner.com
Limited time offer! Visit https://trip.com to grab your discount,Promotional,limited time offer! visit https://trip.com to grab your discount
Get free recharge. Click here: https://fakewebsite.com,Spam,get free recharge. click here: https://fakewebsite.com
Confirm your payment details: https://iphone14winner.com,Spam,confirm your payment details: https://iphone14winner.com
Your OTP is 666448. Do not share it with anyone.,Transactional,your otp is 666448. do not share it with anyone.
Your OTP is 520262. Do not share it with anyone.,Transactional,your otp is 520262. do not share it with anyone.
Your payment of ₹1619 was successful.,Transactional,your payment of ₹1619 was successful.
Your OTP is 616987. Do not share it with anyone.,Transactional,your otp is 616987. do not share it with anyone.
Your payment of ₹9723 was successful.,Transactional,your payment of ₹9723 was successful.
Your transaction ID is TXN541750. Please keep it for your records.,Transactional,your transaction id is txn541750. please keep it for your records.
Upgrade your plan today: https://bluedart.com/track,Promotional,upgrade your plan today: https://bluedart.com/track
Your transaction ID is TXN855519. Please keep it for your records.,Transactional,your transaction id is txn855519. please keep it for your records.
Reset your password now at https://verify-now.online,Spam,reset your password now at https://verify-now.online
Reset your password now at https://winfreecash.com,Spam,reset your password now at https://winfreecash.com
Your transaction ID is TXN186203. Please keep it for your records.,Transactional,your transaction id is txn186203. please keep it for your records.
You've won a prize! Claim now: https://confirm-payee.click,Spam,you've won a prize! claim now: https://confirm-payee.click
Earn money fast! Start today: https://verify-now.online,Spam,earn money fast! start today: https://verify-now.online
Earn money fast! Start today: https://secure-update.cards,Spam,earn money fast! start today: https://secure-update.cards
Earn money fast! Start today: https://iphone14winner.com,Spam,earn money fast! start today: https://iphone14winner.com
Your package with tracking ID 733200 has been shipped.,Transactional,your package with tracking id 733200 has been shipped.
Your OTP is 464843. Do not share it with anyone.,Transactional,your otp is 464843. do not share it with anyone.
Visit our store: https://www.myntra.com for more details,Promotional,visit our store: https://www.myntra.com for more details
Your package with tracking ID 860938 has been shipped.,Transactional,your package with tracking id 860938 has been shipped.
Visit our store: https://amazon.in/sale for more details,Promotional,visit our store: https://amazon.in/sale for more details
Find your perfect gift at https://merchant-site.com/receipt,Promotional,find your perfect gift at https://merchant-site.com/receipt
Your package is waiting. Pay delivery fees at https://confirm-payee.click,Spam,your package is waiting. pay delivery fees at https://confirm-payee.click
Don't miss out! Sale ends soon at https://www.myntra.com,Promotional,don't miss out! sale ends soon at https://www.myntra.com
Your transaction ID is TXN715705. Please keep it for your records.,Transactional,your transaction id is txn715705. please keep it for your records.
Earn money fast! Start today: https://urgentupdate.co,Spam,earn money fast! start today: https://urgentupdate.co
Your OTP is 893562. Do not share it with anyone.,Transactional,your otp is 893562. do not share it with anyone.
Don't miss out! Sale ends soon at https://merchant-site.com/receipt,Promotional,don't miss out! sale ends soon at https://merchant-site.com/receipt
Introducing our new range. Learn more: https://secure.bankportal.in/login,Promotional,introducing our new range. learn more: https://secure.bankportal.in/login
Your OTP is 984290. Do not share it with anyone.,Transactional,your otp is 984290. do not share it with anyone.
Click here to win an iPhone: https://confirm-payee.click,Spam,click here to win an iphone: https://confirm-payee.click
Check out our latest deals at https://secure.bankportal.in/login,Promotional,check out our latest deals at https://secure.bankportal.in/login
Limited time offer! Visit https://cleartrip.com to grab your discount,Promotional,limited time offer! visit https://cleartrip.com to grab your discount
Your payment of ₹9531 was successful.,Transactional,your payment of ₹9531 was successful.
Check out our latest deals at https://trip.com,Promotional,check out our latest deals at https://trip.com
Your package is waiting. Pay delivery fees at https://winfreecash.com,Spam,your package is waiting. pay delivery fees at https://winfreecash.com
Reset your password now at https://login-now-security.xyz,Spam,reset your password now at https://login-now-security.xyz
Confirm your payment details: https://confirm-payee.click,Spam,confirm your payment details: https://confirm-payee.click
Reset your password now at https://get-rich-fast.biz,Spam,reset your password now at https://get-rich-fast.biz
Your payment of ₹5402 was successful.,Transactional,your payment of ₹5402 was successful.
Reset your password now at https://get-rich-fast.biz,Spam,reset your password now at https://get-rich-fast.biz
Your dream vacation awaits! Book at https://bluedart.com/track,Promotional,your dream vacation awaits! book at https://bluedart.com/track
Your package is waiting. Pay delivery fees at https://fakewebsite.com,Spam,your package is waiting. pay delivery fees at https://fakewebsite.com
Your dream vacation awaits! Book at https://secure.bankportal.in/login,Promotional,your dream vacation awaits! book at https://secure.bankportal.in/login
Confirm your payment details: https://netflix-support.com,Spam,confirm your payment details: https://netflix-support.com
Click here to win an iPhone: https://secure-update.cards,Spam,click here to win an iphone: https://secure-update.cards
Upgrade your plan today: https://amazon.in/sale,Promotional,upgrade your plan today: https://amazon.in/sale
Your OTP is 527044. Do not share it with anyone.,Transactional,your otp is 527044. do not share it with anyone.
Limited time offer! Visit https://secure.bankportal.in/login to grab your discount,Promotional,limited time offer! visit https://secure.bankportal.in/login to grab your discount
Your dream vacation awaits! Book at https://www.myntra.com,Promotional,your dream vacation awaits! book at https://www.myntra.com
Your dream vacation awaits! Book at https://www.officialstore.com,Promotional,your dream vacation awaits! book at https://www.officialstore.com
You've won a prize! Claim now: https://netflix-support.com,Spam,you've won a prize! claim now: https://netflix-support.com
Your package with tracking ID 522890 has been shipped.,Transactional,your package with tracking id 522890 has been shipped.
Your transaction ID is TXN434108. Please keep it for your records.,Transactional,your transaction id is txn434108. please keep it for your records.
Your package with tracking ID 612206 has been shipped.,Transactional,your package with tracking id 612206 has been shipped.
Your OTP is 979888. Do not share it with anyone.,Transactional,your otp is 979888. do not share it with anyone.
Your transaction ID is TXN150392. Please keep it for your records.,Transactional,your transaction id is txn150392. please keep it for your records.
Don't miss out! Sale ends soon at https://secure.bankportal.in/login,Promotional,don't miss out! sale ends soon at https://secure.bankportal.in/login
Your transaction ID is TXN859229. Please keep it for your records.,Transactional,your transaction id is txn859229. please keep it for your records.
Earn money fast! Start today: https://login-now-security.xyz,Spam,earn money fast! start today: https://login-now-security.xyz
Your transaction ID is TXN228867. Please keep it for your records.,Transactional,your transaction id is txn228867. please keep it for your records.
Your transaction ID is TXN626057. Please keep it for your records.,Transactional,your transaction id is txn626057. please keep it for your records.
Your package with tracking ID 612449 has been shipped.,Transactional,your package with tracking id 612449 has been shipped.
Your payment of ₹5568 was successful.,Transactional,your payment of ₹5568 was successful.
Get free recharge. Click here: https://netflix-support.com,Spam,get free recharge. click here: https://netflix-support.com
Your package with tracking ID 154770 has been shipped.,Transactional,your package with tracking id 154770 has been shipped.
You're selected! Redeem your reward at https://confirm-payee.click,Spam,you're selected! redeem your reward at https://confirm-payee.click
Your OTP is 682598. Do not share it with anyone.,Transactional,your otp is 682598. do not share it with anyone.
Reset your password now at https://login-now-security.xyz,Spam,reset your password now at https://login-now-security.xyz
Urgent: Your account will be blocked. Verify at https://get-rich-fast.biz,Spam,urgent: your account will be blocked. verify at https://get-rich-fast.biz
Visit our store: https://www.airtel.in/recharge for more details,Promotional,visit our store: https://www.airtel.in/recharge for more details
Check out our latest deals at https://cleartrip.com,Promotional,check out our latest deals at https://cleartrip.com
Earn money fast! Start today: https://login-now-security.xyz,Spam,earn money fast! start today: https://login-now-security.xyz
Earn money fast! Start today: https://iphone14winner.com,Spam,earn money fast! start today: https://iphone14winner.com
Earn money fast! Start today: https://netflix-support.com,Spam,earn money fast! start today: https://netflix-support.com
Visit our store: https://cleartrip.com for more details,Promotional,visit our store: https://cleartrip.com for more details
Your OTP is 557856. Do not share it with anyone.,Transactional,your otp is 557856. do not share it with anyone.
Confirm your payment details: https://fakewebsite.com,Spam,confirm your payment details: https://fakewebsite.com
Your package is waiting. Pay delivery fees at https://fakewebsite.com,Spam,your package is waiting. pay delivery fees at https://fakewebsite.com
You've won a prize! Claim now: https://iphone14winner.com,Spam,you've won a prize! claim now: https://iphone14winner.com
Limited time offer! Visit https://amazon.in/sale to grab your discount,Promotional,limited time offer! visit https://amazon.in/sale to grab your discount
Your package with tracking ID 279066 has been shipped.,Transactional,your package with tracking id 279066 has been shipped.
Your OTP is 660074. Do not share it with anyone.,Transactional,your otp is 660074. do not share it with anyone.
Your package with tracking ID 875103 has been shipped.,Transactional,your package with tracking id 875103 has been shipped.
Your payment of ₹1105 was successful.,Transactional,your payment of ₹1105 was successful.
Click here to win an iPhone: https://netflix-support.com,Spam,click here to win an iphone: https://netflix-support.com
Confirm your payment details: https://get-rich-fast.biz,Spam,confirm your payment details: https://get-rich-fast.biz
Your payment of ₹8714 was successful.,Transactional,your payment of ₹8714 was successful.
Final notice. Update your info: https://confirm-payee.click,Spam,final notice. update your info: https://confirm-payee.click
Click here to win an iPhone: https://winfreecash.com,Spam,click here to win an iphone: https://winfreecash.com
Introducing our new range. Learn more: https://www.myntra.com,Promotional,introducing our new range. learn more: https://www.myntra.com
Upgrade your plan today: https://bluedart.com/track,Promotional,upgrade your plan today: https://bluedart.com/track
Exclusive deals available here: https://www.officialstore.com,Promotional,exclusive deals available here: https://www.officialstore.com
Check out our latest deals at https://trip.com,Promotional,check out our latest deals at https://trip.com
Reset your password now at https://secure-update.cards,Spam,reset your password now at https://secure-update.cards
Your transaction ID is TXN392236. Please keep it for your records.,Transactional,your transaction id is txn392236. please keep it for your records.
Your payment of ₹8957 was successful.,Transactional,your payment of ₹8957 was successful.
Your dream vacation awaits! Book at https://trip.com,Promotional,your dream vacation awaits! book at https://trip.com
Your package is waiting. Pay delivery fees at https://verify-now.online,Spam,your package is waiting. pay delivery fees at https://verify-now.online
Your payment of ₹5978 was successful.,Transactional,your payment of ₹5978 was successful.
Your payment of ₹4789 was successful.,Transactional,your payment of ₹4789 was successful.
Limited time offer! Visit https://merchant-site.com/receipt to grab your discount,Promotional,limited time offer! visit https://merchant-site.com/receipt to grab your discount
Your payment of ₹9179 was successful.,Transactional,your payment of ₹9179 was successful.
Your payment of ₹9268 was successful.,Transactional,your payment of ₹9268 was successful.
Check out our latest deals at https://trip.com,Promotional,check out our latest deals at https://trip.com
Your package with tracking ID 247338 has been shipped.,Transactional,your package with tracking id 247338 has been shipped.
Find your perfect gift at https://secure.bankportal.in/login,Promotional,find your perfect gift at https://secure.bankportal.in/login
Find your perfect gift at https://secure.bankportal.in/login,Promotional,find your perfect gift at https://secure.bankportal.in/login
Your package with tracking ID 343974 has been shipped.,Transactional,your package with tracking id 343974 has been shipped.
Your OTP is 412727. Do not share it with anyone.,Transactional,your otp is 412727. do not share it with anyone.
Confirm your payment details: https://verify-now.online,Spam,confirm your payment details: https://verify-now.online
Limited time offer! Visit https://www.officialstore.com to grab your discount,Promotional,limited time offer! visit https://www.officialstore.com to grab your discount
Your package is waiting. Pay delivery fees at https://winfreecash.com,Spam,your package is waiting. pay delivery fees at https://winfreecash.com
Your transaction ID is TXN614770. Please keep it for your records.,Transactional,your transaction id is txn614770. please keep it for your records.
Final notice. Update your info: https://login-now-security.xyz,Spam,final notice. update your info: https://login-now-security.xyz
Earn money fast! Start today: https://get-rich-fast.biz,Spam,earn money fast! start today: https://get-rich-fast.biz
Upgrade your plan today: https://www.officialstore.com,Promotional,upgrade your plan today: https://www.officialstore.com
Find your perfect gift at https://trip.com,Promotional,find your perfect gift at https://trip.com
Your package with tracking ID 205285 has been shipped.,Transactional,your package with tracking id 205285 has been shipped.
Your payment of ₹5960 was successful.,Transactional,your payment of ₹5960 was successful.
Confirm your payment details: https://secure-update.cards,Spam,confirm your payment details: https://secure-update.cards
Your transaction ID is TXN596864. Please keep it for your records.,Transactional,your transaction id is txn596864. please keep it for your records.
Click here to win an iPhone: https://confirm-payee.click,Spam,click here to win an iphone: https://confirm-payee.click
You've won a prize! Claim now: https://fakewebsite.com,Spam,you've won a prize! claim now: https://fakewebsite.com
Your OTP is 610302. Do not share it with anyone.,Transactional,your otp is 610302. do not share it with anyone.
Upgrade your plan today: https://cleartrip.com,Promotional,upgrade your plan today: https://cleartrip.com
Reset your password now at https://fakewebsite.com,Spam,reset your password now at https://fakewebsite.com
Exclusive deals available here: https://trip.com,Promotional,exclusive deals available here: https://trip.com
Get free recharge. Click here: https://urgentupdate.co,Spam,get free recharge. click here: https://urgentupdate.co
You've won a prize! Claim now: https://login-now-security.xyz,Spam,you've won a prize! claim now: https://login-now-security.xyz
Confirm your payment details: https://iphone14winner.com,Spam,confirm your payment details: https://iphone14winner.com
Your payment of ₹3491 was successful.,Transactional,your payment of ₹3491 was successful.
Your transaction ID is TXN535818. Please keep it for your records.,Transactional,your transaction id is txn535818. please keep it for your records.
Introducing our new range. Learn more: https://amazon.in/sale,Promotional,introducing our new range. learn more: https://amazon.in/sale
Enjoy 30% off on all products. Shop now at https://secure.bankportal.in/login,Promotional,enjoy 30% off on all products. shop now at https://secure.bankportal.in/login
Final notice. Update your info: https://verify-now.online,Spam,final notice. update your info: https://verify-now.online
You're selected! Redeem your reward at https://iphone14winner.com,Spam,you're selected! redeem your reward at https://iphone14winner.com
Click here to win an iPhone: https://iphone14winner.com,Spam,click here to win an iphone: https://iphone14winner.com
Get free recharge. Click here: https://netflix-support.com,Spam,get free recharge. click here: https://netflix-support.com
Find your perfect gift at https://trip.com,Promotional,find your perfect gift at https://trip.com
Enjoy 30% off on all products. Shop now at https://bluedart.com/track,Promotional,enjoy 30% off on all products. shop now at https://bluedart.com/track
Your transaction ID is TXN586838. Please keep it for your records.,Transactional,your transaction id is txn586838. please keep it for your records.
Click here to win an iPhone: https://secure-update.cards,Spam,click here to win an iphone: https://secure-update.cards
Your payment of ₹2969 was successful.,Transactional,your payment of ₹2969 was successful.
You're selected! Redeem your reward at https://login-now-security.xyz,Spam,you're selected! redeem your reward at https://login-now-security.xyz
Get free recharge. Click here: https://iphone14winner.com,Spam,get free recharge. click here: https://iphone14winner.com
Visit our store: https://merchant-site.com/receipt for more details,Promotional,visit our store: https://merchant-site.com/receipt for more details
Check out our latest deals at https://www.officialstore.com,Promotional,check out our latest deals at https://www.officialstore.com
Confirm your payment details: https://verify-now.online,Spam,confirm your payment details: https://verify-now.online
Get free recharge. Click here: https://login-now-security.xyz,Spam,get free recharge. click here: https://login-now-security.xyz
Enjoy 30% off on all products. Shop now at https://trip.com,Promotional,enjoy 30% off on all products. shop now at https://trip.com
Your package with tracking ID 676517 has been shipped.,Transactional,your package with tracking id 676517 has been shipped.
Your transaction ID is TXN963866. Please keep it for your records.,Transactional,your transaction id is txn963866. please keep it for your records.
Click here to win an iPhone: https://netflix-support.com,Spam,click here to win an iphone: https://netflix-support.com
Exclusive deals available here: https://www.airtel.in/recharge,Promotional,exclusive deals available here: https://www.airtel.in/recharge
Your dream vacation awaits! Book at https://www.officialstore.com,Promotional,your dream vacation awaits! book at https://www.officialstore.com
Limited time offer! Visit https://www.myntra.com to grab your discount,Promotional,limited time offer! visit https://www.myntra.com to grab your discount
Check out our latest deals at https://bluedart.com/track,Promotional,check out our latest deals at https://bluedart.com/track
Click here to win an iPhone: https://iphone14winner.com,Spam,click here to win an iphone: https://iphone14winner.com
Your payment of ₹8071 was successful.,Transactional,your payment of ₹8071 was successful.
Your dream vacation awaits! Book at https://amazon.in/sale,Promotional,your dream vacation awaits! book at https://amazon.in/sale
Your transaction ID is TXN374378. Please keep it for your records.,Transactional,your transaction id is txn374378. please keep it for your records.
Don't miss out! Sale ends soon at https://bluedart.com/track,Promotional,don't miss out! sale ends soon at https://bluedart.com/track
Your payment of ₹2978 was successful.,Transactional,your payment of ₹2978 was successful.
Click here to win an iPhone: https://confirm-payee.click,Spam,click here to win an iphone: https://confirm-payee.click
You've won a prize! Claim now: https://verify-now.online,Spam,you've won a prize! claim now: https://verify-now.online
Your package with tracking ID 688653 has been shipped.,Transactional,your package with tracking id 688653 has been shipped.
Your transaction ID is TXN322391. Please keep it for your records.,Transactional,your transaction id is txn322391. please keep it for your records.
Your OTP is 636931. Do not share it with anyone.,Transactional,your otp is 636931. do not share it with anyone.
Get free recharge. Click here: https://login-now-security.xyz,Spam,get free recharge. click here: https://login-now-security.xyz
Urgent: Your account will be blocked. Verify at https://verify-now.online,Spam,urgent: your account will be blocked. verify at https://verify-now.online
Your dream vacation awaits! Book at https://www.myntra.com,Promotional,your dream vacation awaits! book at https://www.myntra.com
Find your perfect gift at https://merchant-site.com/receipt,Promotional,find your perfect gift at https://merchant-site.com/receipt
Urgent: Your account will be blocked. Verify at https://confirm-payee.click,Spam,urgent: your account will be blocked. verify at https://confirm-payee.click
Your package with tracking ID 496271 has been shipped.,Transactional,your package with tracking id 496271 has been shipped.
Click here to win an iPhone: https://login-now-security.xyz,Spam,click here to win an iphone: https://login-now-security.xyz
Click here to win an iPhone: https://verify-now.online,Spam,click here to win an iphone: https://verify-now.online
Your package with tracking ID 372795 has been shipped.,Transactional,your package with tracking id 372795 has been shipped.
Confirm your payment details: https://secure-update.cards,Spam,confirm your payment details: https://secure-update.cards
Your dream vacation awaits! Book at https://bluedart.com/track,Promotional,your dream vacation awaits! book at https://bluedart.com/track
Enjoy 30% off on all products. Shop now at https://secure.bankportal.in/login,Promotional,enjoy 30% off on all products. shop now at https://secure.bankportal.in/login
Confirm your payment details: https://confirm-payee.click,Spam,confirm your payment details: https://confirm-payee.click
Your OTP is 786875. Do not share it with anyone.,Transactional,your otp is 786875. do not share it with anyone.
Confirm your payment details: https://verify-now.online,Spam,confirm your payment details: https://verify-now.online
Your package with tracking ID 382115 has been shipped.,Transactional,your package with tracking id 382115 has been shipped.
Find your perfect gift at https://flipkart.com/deals,Promotional,find your perfect gift at https://flipkart.com/deals
Your transaction ID is TXN831967. Please keep it for your records.,Transactional,your transaction id is txn831967. please keep it for your records.
